"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000000301",15.550116366057,0.0834904634542854,0.137467480687703,0.607347010628338,0.543620646357423,0.993237435802642
"ENSMUSG00000000303",56.8167320649858,0.145972313081468,0.153998577512554,0.94788091837776,0.343190080103851,0.993237435802642
"ENSMUSG00000000305",369.869866225047,-0.112801493439367,0.115979271283363,-0.972600467231491,0.330751910347551,0.993237435802642
"ENSMUSG00000000308",4650.80452640364,0.0808184280978797,0.0826352826709414,0.97801357344784,0.32806761088553,0.993237435802642
"ENSMUSG00000000317",23.148827523855,-0.00804666832466318,0.148987735551128,-0.0540089309693671,0.956928048744332,0.99411089834051
"ENSMUSG00000000318",6.36826889851761,-0.0140052435104168,0.108267459203399,-0.129357829337303,0.897074514567511,0.993237435802642
"ENSMUSG00000000320",9.60464529336294,0.160032047341541,0.124764357420871,1.2826744003634,0.199606172228585,0.928262883157831
"ENSMUSG00000000325",344.402202609803,0.051638757068177,0.112399295490446,0.459422426473897,0.645930846616684,0.993237435802642
"ENSMUSG00000000326",1068.75062969928,0.190405562500246,0.0868722914984514,2.19178703837507,0.0283948874645085,0.36099894085666
"ENSMUSG00000000339",734.353855208103,0.0416335480521852,0.105110562571044,0.396092904783431,0.692036492343619,0.993237435802642
"ENSMUSG00000000340",330.676876956323,0.172155852732284,0.117964321095051,1.45938917067616,0.144458024904008,0.831652286550781
"ENSMUSG00000000346",1594.59375083641,0.105780884981835,0.0990810277178781,1.06761998152698,0.285691966553001,0.993237435802642
"ENSMUSG00000000355",556.540876441417,-0.0468212066620162,0.102334511498601,-0.457530953891898,0.647289458849214,0.993237435802642
"ENSMUSG00000000359",5.95594304625237,-0.112626479677236,0.104597528362607,-1.07676043057916,0.281587307168033,0.993237435802642
"ENSMUSG00000000365",19.2811965662867,0.0224754093830013,0.143619298102279,0.156492962157462,0.875644466284425,0.993237435802642
"ENSMUSG00000000374",993.075799555585,0.128179348150663,0.101928339325219,1.25754377044922,0.208556799847883,0.937731902512327
"ENSMUSG00000000378",421.147235363885,-0.0299048690860859,0.109057261772929,-0.27421254302489,0.783921289490975,0.993237435802642
"ENSMUSG00000000384",156.927390185204,-0.066841451139136,0.132661920824486,-0.503848057707292,0.6143681536822,0.993237435802642
"ENSMUSG00000000385",0.530262687249339,-0.0214300509194028,0.0359705521661757,-0.595766526474237,0.551331208451682,0.993237435802642
"ENSMUSG00000000386",8.74147010311673,-0.0217610339584566,0.118189085299468,-0.184120504049241,0.853918921550141,0.993237435802642
"ENSMUSG00000000392",67.6962763298753,0.0169878353924783,0.152992293153443,0.111037196987697,0.911586850166357,0.993237435802642
"ENSMUSG00000000394",0.503538597320042,-0.0203658478566282,0.035588279211907,-0.572262787289087,0.56714395634529,0.993237435802642
"ENSMUSG00000000399",1291.3349596845,0.0442874784738237,0.0874949512355643,0.506171817326782,0.612736037635709,0.993237435802642
"ENSMUSG00000000402",44.0992833066971,-0.0818094785699849,0.15446209517098,-0.529641129621004,0.596360772001705,0.993237435802642
"ENSMUSG00000000409",17.9952133203487,0.124117104352784,0.143539000493469,0.864692549941724,0.38720755961856,0.993237435802642
"ENSMUSG00000000411",3.17154545872536,0.107711879511531,0.0789390470211954,1.36449429751299,0.172412047728207,0.888318275838797
"ENSMUSG00000000416",2398.85906580183,-0.0518215381959939,0.0869303958986296,-0.596126793859579,0.5510905258823,0.993237435802642
"ENSMUSG00000000420",1407.12730640764,-0.127960205876916,0.0834396724715306,-1.53356553407584,0.125136572834774,0.780163459079683
"ENSMUSG00000000439",628.052438399612,0.248607107817103,0.100881047553045,2.46435890434604,0.0137258592793324,0.227664579059025
"ENSMUSG00000000440",66.4381455410717,0.0762294163349158,0.15193661195542,0.501718547977641,0.615865515483865,0.993237435802642
"ENSMUSG00000000441",893.865172685369,0.0174918291234346,0.0904155556276218,0.19346039519433,0.846598420151467,0.993237435802642
"ENSMUSG00000000486",14.5657179563381,-0.0663968447520217,0.139109509563095,-0.477299107448197,0.633149146451776,0.993237435802642
"ENSMUSG00000000489",181.810566413516,-0.00240698647125847,0.126094961890128,-0.0190886807464661,0.984770361242123,0.996424216176534
"ENSMUSG00000000530",251.138332503291,-0.0669388022063562,0.128818181020734,-0.519637846738279,0.603316014257664,0.993237435802642
"ENSMUSG00000000531",518.307872791336,-0.0377639224335457,0.101576624733624,-0.371777685393449,0.710058379195674,0.993237435802642
"ENSMUSG00000000532",1543.4369220761,-0.163757313666368,0.083538550365513,-1.96026041809281,0.0499653599050472,0.503100852271518
"ENSMUSG00000000538",2351.06769207264,0.367332413726647,0.0894100090940232,4.10840371731046,3.98403231642359e-05,0.00233391971996625
"ENSMUSG00000000544",0.174926002187793,0.00168723240481892,0.0233484791280011,0.0722630538618454,0.942392566544238,0.993237435802642
"ENSMUSG00000000552",639.661235784362,0.0592908142433007,0.109815565556834,0.539912661221193,0.589257265818013,0.993237435802642
"ENSMUSG00000000555",50.3411261649542,-0.0742600304941171,0.153916795369617,-0.482468663122749,0.629473054345132,0.993237435802642
"ENSMUSG00000000560",2152.33962813967,-0.191466842842688,0.0766128004419608,-2.49914951206798,0.012449177583358,0.213856047439763
"ENSMUSG00000000561",425.824668545997,0.0459089021890743,0.108839962849464,0.421801891393244,0.673169625045203,0.993237435802642
"ENSMUSG00000000562",15.2423990069757,-0.0327715625996432,0.137509814483518,-0.238321626152518,0.811631649262041,0.993237435802642
"ENSMUSG00000000563",4307.03815482909,-0.0907458464563608,0.0771843359566164,-1.17570288493985,0.239713625389314,0.977778038359365
"ENSMUSG00000000567",804.336751112672,0.359052861671725,0.10808309774995,3.32200750298989,0.000893722906049768,0.0305865222051588
"ENSMUSG00000000568",3368.28103979633,0.0380530105368962,0.07657672957918,0.49692655648802,0.619240843495992,0.993237435802642
"ENSMUSG00000000579",208.171491494937,-0.467062632257925,0.123963143069024,-3.76775403313114,0.00016472288349868,0.00757784946298093
"ENSMUSG00000000581",544.753264816641,0.115209526867085,0.0966696410223114,1.19178602143039,0.233345158227314,0.968602715862093
"ENSMUSG00000000594",847.746689375565,0.161209915191606,0.108013418658829,1.49249896164108,0.135568389254982,0.812514438692709
"ENSMUSG00000000600",1406.80245710158,-0.261422474891144,0.0874657206637215,-2.988856353179,0.00280023747982947,0.0748518216450417
"ENSMUSG00000000605",2914.59071961446,0.155177989468023,0.0728173612048279,2.13105757885847,0.0330843989345133,0.396669134345151
"ENSMUSG00000000627",301.693148011214,-0.0398308394447774,0.123562182093971,-0.322354613440586,0.747184063745643,0.993237435802642
"ENSMUSG00000000628",60.1378343473482,-0.168132675345894,0.151589128048377,-1.10913412795829,0.267372324198564,0.993237435802642
"ENSMUSG00000000631",3431.89096124116,0.176069207456541,0.0734558952317563,2.39693773932011,0.0165327326578734,0.257085829299812
"ENSMUSG00000000632",2635.51058507487,-0.0546080002811749,0.0808894080430234,-0.67509457174084,0.499615682184051,0.993237435802642
"ENSMUSG00000000673",0.858443356757861,0.031591649492673,0.0460414711517701,0.686156386891613,0.492614496694673,0.993237435802642
"ENSMUSG00000000682",20.2059686452446,-0.132287723140112,0.147083308725994,-0.89940676672263,0.368436036217729,0.993237435802642
"ENSMUSG00000000686",4.33456399576854,-0.052445682182588,0.0923259435804948,-0.568049241076675,0.57000153268446,0.993237435802642
"ENSMUSG00000000690",0.168038718573724,-0.00931934620971587,0.0233484791280011,-0.399141466929187,0.689788969480647,0.993237435802642
"ENSMUSG00000000693",51.1182575475454,0.109288318654071,0.154302493158561,0.70827318740577,0.4787756243651,0.993237435802642
"ENSMUSG00000000706",1.14776656042225,-0.000747885299632258,0.051201252362502,-0.0146067774736694,0.988345892188238,0.997171670119115
"ENSMUSG00000000708",531.550734257519,-0.068372697246436,0.105561845380945,-0.647702747140283,0.51717722709961,0.993237435802642
"ENSMUSG00000000711",2061.73607627525,0.0648769094447386,0.0841304481054199,0.771146605132121,0.440620038858686,0.993237435802642
"ENSMUSG00000000724",0.168038718573724,-0.00931934620971587,0.0233484791280011,-0.399141466929187,0.689788969480647,0.993237435802642
"ENSMUSG00000000730",0.88153037028662,0.051819282270046,0.0422454723885962,1.22662333594911,0.219964194134697,0.952091358313635
"ENSMUSG00000000731",2.68201357259247,-0.0457123906058504,0.0781273424304841,-0.585101056605429,0.558479768445315,0.993237435802642
"ENSMUSG00000000732",37.2599392029102,0.0683823901895957,0.154756703187223,0.441870295639907,0.658583066744262,0.993237435802642
"ENSMUSG00000000738",769.057460351357,0.0773847882068213,0.0900155384669551,0.85968255619811,0.389964052997162,0.993237435802642
"ENSMUSG00000000739",2.79344140470117,-0.0285868725285533,0.0784643007129423,-0.36432966672496,0.715611849105316,0.993237435802642
"ENSMUSG00000000740",1922.4231092171,0.0150215288445301,0.104728458463982,0.143433113261151,0.885948132735559,0.993237435802642
"ENSMUSG00000000743",334.529269206826,0.0950455720911922,0.126860077541981,0.749215781140759,0.453727158939041,0.993237435802642
"ENSMUSG00000000751",673.803015158723,0.196093066468671,0.0946222276494522,2.07237846053613,0.0382301604849354,0.43243505361
"ENSMUSG00000000753",263.050125331279,-0.59146940841635,0.120661964687319,-4.90187118989048,9.49280757823082e-07,8.89521607533555e-05
"ENSMUSG00000000759",665.530927016362,-0.0453558909822633,0.0965077203168417,-0.469971633703052,0.638375284019512,0.993237435802642
"ENSMUSG00000000766",39.7960533821069,-0.111887283212412,0.154776400554275,-0.722896273667875,0.469743613070815,0.993237435802642
"ENSMUSG00000000776",376.382370281143,0.0301515715624398,0.109202612306079,0.276106687612283,0.782466124290851,0.993237435802642
"ENSMUSG00000000782",85.3161238608403,-0.0572526384313552,0.145588405118234,-0.393249987077335,0.694134853155245,0.993237435802642
"ENSMUSG00000000787",9034.58570599392,-0.00765849867259643,0.0831048363685973,-0.0921546688164871,0.926575153765501,0.993237435802642
"ENSMUSG00000000791",4.8247211447637,0.0536169762557101,0.0988661542647708,0.542318821384717,0.587598891928335,0.993237435802642
"ENSMUSG00000000792",192.979116002208,0.0333466563179097,0.124812770216936,0.267173433134689,0.789335630162085,0.993237435802642
"ENSMUSG00000000794",123.666776226206,-0.176643806745402,0.13660302161468,-1.29311785828329,0.195970299521496,0.925343604317768
"ENSMUSG00000000804",4325.55082739916,-0.0259326504588898,0.0755778439516769,-0.343125036425631,0.731504396870197,0.993237435802642
"ENSMUSG00000000805",693.967398097889,0.123572208784074,0.0930422010613033,1.32813075544779,0.18413491477227,0.908670530825234
"ENSMUSG00000000811",106.458907035759,0.123053514354965,0.141518514806936,0.869522369725535,0.384561478061835,0.993237435802642
"ENSMUSG00000000817",5.36456726788226,0.11976935953368,0.103205415166403,1.16049491531593,0.245847362745037,0.982045873491507
"ENSMUSG00000000823",990.087399606249,0.104145091766205,0.0866826957959698,1.20145192543777,0.229575944243755,0.966166975161738
"ENSMUSG00000000826",3691.11986842888,-0.0381522430640978,0.0888794522427659,-0.42925830550675,0.667735255935202,0.993237435802642
"ENSMUSG00000000827",807.672741064365,0.0798112233220836,0.0915100948536598,0.872157584905964,0.38312241494944,0.993237435802642
"ENSMUSG00000000838",2074.88775319124,-0.146158539322466,0.087972102860254,-1.66141918370012,0.0966292875942522,0.699973640799539
"ENSMUSG00000000861",2168.78617829356,-0.0135915822707469,0.0758104586879053,-0.179283736122747,0.857714916644513,0.993237435802642
"ENSMUSG00000000869",2.78991660935825,0.0737853810278487,0.079407581297627,0.929198192692637,0.352786383895383,0.993237435802642
"ENSMUSG00000000876",190.167610916266,-0.0332481883595164,0.124386059453281,-0.267298349233456,0.78923945766362,0.993237435802642
"ENSMUSG00000000881",3261.83543529138,-0.106425857542932,0.0791299439170072,-1.34495049882195,0.178641220769552,0.900091342812765
"ENSMUSG00000000884",24.5134154710697,0.117190371764916,0.151064404505269,0.775764298338252,0.437888167382194,0.993237435802642
"ENSMUSG00000000889",14.1807871470704,0.0671162821895209,0.13062381394332,0.513813524221885,0.607382371534776,0.993237435802642
"ENSMUSG00000000901",13.9376276659481,-0.0319537913376885,0.13436760740087,-0.237808739440884,0.812029440009611,0.993237435802642
"ENSMUSG00000000902",697.827878743713,0.0854568679081864,0.0996507529737447,0.857563694784142,0.391133429423646,0.993237435802642
"ENSMUSG00000000903",0.572064742010854,0.0148575767606753,0.039211058215511,0.378912924997213,0.704752525894211,0.993237435802642
"ENSMUSG00000000915",1064.80835564008,0.125303742473577,0.0892310436040538,1.40426176151866,0.160240916468675,0.86123290432158
"ENSMUSG00000000916",174.732223039587,-0.18496545095135,0.127365099104721,-1.45224596260291,0.146433226800144,0.834767208599051
"ENSMUSG00000000934",292.43620592709,-0.106685268912629,0.117299860685108,-0.909508914073019,0.363081554624103,0.993237435802642
"ENSMUSG00000000942",0.98522422725141,-0.0314072958162873,0.0446729173432643,-0.703050028610294,0.482024572445147,0.993237435802642
"ENSMUSG00000000948",12363.6180436507,-0.0514709312667231,0.0676965197709451,-0.760318720088977,0.447064094670793,0.993237435802642
"ENSMUSG00000000957",213.053149118171,0.239291754916638,0.122885666919417,1.94727148344774,0.0515021956165483,0.511735678691748
"ENSMUSG00000000958",19.6267975513942,-0.0131894690046348,0.146866374466119,-0.0898059140669912,0.928441448437888,0.993237435802642
"ENSMUSG00000000959",496.526369297607,0.0544949441723365,0.101775336558983,0.535443517209639,0.592343205123064,0.993237435802642
"ENSMUSG00000000976",348.490472122932,0.0749435589963575,0.109788646248484,0.682616659893396,0.494849104017487,0.993237435802642
"ENSMUSG00000000982",7.57218954532175,0.0613740978285091,0.108348446390834,0.566451110956598,0.571087158343361,0.993237435802642
"ENSMUSG00000000983",7.61338078397124,0.101437374354006,0.117275921467858,0.864946300011015,0.387068263484024,0.993237435802642
"ENSMUSG00000001014",2.89125200707607,0.0101383304532862,0.080194455769009,0.126421837470766,0.899398017031048,0.993237435802642
"ENSMUSG00000001016",1646.90176540764,0.0162336390705068,0.0878477080466515,0.18479297219554,0.853391420303161,0.993237435802642
"ENSMUSG00000001017",1244.74722887122,-0.0558024382305273,0.103656200625689,-0.53834153570836,0.590341280893204,0.993237435802642
"ENSMUSG00000001018",922.072274064926,-0.133038250073946,0.0855017137322151,-1.55597173748601,0.119714813112277,0.765945569204625
"ENSMUSG00000001020",11.746614817612,-0.0550588524373439,0.131649029270119,-0.41822452275264,0.675782967862349,0.993237435802642
"ENSMUSG00000001021",2.89761986445931,0.0364096157409639,0.0790613174552595,0.460523767031431,0.645140315998882,0.993237435802642
"ENSMUSG00000001023",1.66058425232312,-0.0321671267877185,0.0595529052476091,-0.540143703383974,0.589097933249502,0.993237435802642
"ENSMUSG00000001025",93.8547121261601,0.0351598772025144,0.150437311052499,0.233717798839441,0.81520406892595,0.993237435802642
"ENSMUSG00000001027",1.05616510691961,-0.0553390636564193,0.0469247501612344,-1.17931504091707,0.238272751212995,0.975801035122521
"ENSMUSG00000001029",25.7363920795713,0.224544800817714,0.15131065993621,1.4839985557685,0.137809303736359,0.818495278519721
"ENSMUSG00000001034",207.197688963995,-0.034780112628881,0.128007802873531,-0.271703066907905,0.78585034292881,0.993237435802642
"ENSMUSG00000001036",1288.3322515297,-0.0708573220759442,0.0914440659402618,-0.774870641931358,0.438416101454736,0.993237435802642
"ENSMUSG00000001039",82.3578913086414,0.111477255214223,0.146709982745106,0.759847783554742,0.447345576728305,0.993237435802642
"ENSMUSG00000001052",1557.84002327994,0.0216718897010511,0.0792097054134002,0.273601443004292,0.78439092494225,0.993237435802642
"ENSMUSG00000001053",95.9737795957296,0.122343435816371,0.143328648859282,0.853586751776933,0.393334001640087,0.993237435802642
"ENSMUSG00000001054",247.806413012238,-0.146498132356532,0.118877339957387,-1.23234699236242,0.217819492819769,0.950723307092682
"ENSMUSG00000001056",206.696390193278,0.0441801121410001,0.123996159130167,0.356302263319475,0.721614214521729,0.993237435802642
"ENSMUSG00000001062",584.586784904762,-0.00102042572103099,0.0961339030890759,-0.0106146290563641,0.991530910393458,0.99762738589017
"ENSMUSG00000001065",201.250835683179,0.232640486296143,0.124280167954424,1.8719035396014,0.0612199498155444,0.5588135893659
"ENSMUSG00000001076",7.27268114636863,0.0508462462602853,0.111502831916033,0.456008563967012,0.648383819906531,0.993237435802642
"ENSMUSG00000001082",99.4545084823906,-0.0759673523405814,0.151091668977233,-0.502789815314229,0.615112054954675,0.993237435802642
"ENSMUSG00000001089",1617.05491601031,-0.33634060432302,0.0935162878984521,-3.59659917947392,0.000322404691000526,0.0133124304443372
"ENSMUSG00000001098",973.012278902532,0.236080603408172,0.150899504848793,1.56448892025678,0.117702792959274,0.759772426133145
"ENSMUSG00000001100",744.421643860035,0.0318235113146343,0.0929385520694463,0.342414537412363,0.732038949731475,0.993237435802642
"ENSMUSG00000001103",11.6605683856848,0.127189516846631,0.132596333972543,0.959223479534269,0.337446174560497,0.993237435802642
"ENSMUSG00000001105",1001.25002522777,-0.0964450009367465,0.101314850137341,-0.951933510299893,0.341130703371771,0.993237435802642
"ENSMUSG00000001119",674.26335262374,0.0448221351861655,0.105134320118656,0.426332097221713,0.669865872645153,0.993237435802642
"ENSMUSG00000001120",978.551528905872,0.156411773346029,0.0940476702510128,1.66311162125087,0.0962900940640229,0.69902841803777
"ENSMUSG00000001123",56.9337690447107,-0.131807707170869,0.152809462905954,-0.862562466121549,0.388378074467835,0.993237435802642
"ENSMUSG00000001127",2082.81166350584,0.0300369298111,0.0871686729084069,0.344583997999619,0.730407137557763,0.993237435802642
"ENSMUSG00000001128",62.4440202892612,-0.0645375744414651,0.152477693912653,-0.423259119320335,0.672106217399889,0.993237435802642
"ENSMUSG00000001131",3.66199747183612,0.0838709570998654,0.0858336493643422,0.977133766547131,0.328502932872919,0.993237435802642
"ENSMUSG00000001134",59.3462090827129,0.0105994109796192,0.152416244446294,0.0695425282136119,0.944557781952624,0.993633264167661
"ENSMUSG00000001138",266.996515048825,-0.00705263608045017,0.123175768427742,-0.0572566842526942,0.954340724673254,0.99411089834051
"ENSMUSG00000001143",503.782204002474,-0.0346501575766473,0.1116661465826,-0.310301363815903,0.756331794133734,0.993237435802642
"ENSMUSG00000001150",726.628560770502,-0.0205954526359297,0.0970480495978428,-0.212219129815336,0.831936083191793,0.993237435802642
"ENSMUSG00000001151",906.256454903158,0.0797505929471595,0.0897405953263766,0.888679116258538,0.374175557796536,0.993237435802642
"ENSMUSG00000001155",0.926823868671269,0.00254206878619106,0.0470201406358897,0.0540634024444143,0.956884650201528,0.99411089834051
"ENSMUSG00000001156",578.516020922277,-0.20104671770956,0.101537637066842,-1.98002163057243,0.0477010981880239,0.490549370774842
"ENSMUSG00000001157",493.275329243641,-0.0899708863116606,0.102916604454053,-0.87421156954151,0.38200304656489,0.993237435802642
"ENSMUSG00000001158",1447.33932505439,0.251081244632627,0.154775457211393,1.62222906109525,0.104754311402794,0.722076814267791
"ENSMUSG00000001166",15.4844732731259,-0.0186239549123239,0.138448354644808,-0.13451914946988,0.892992069620578,0.993237435802642
"ENSMUSG00000001173",2060.30787311779,-0.039930265719145,0.0830100209147267,-0.481029462215941,0.63049555938217,0.993237435802642
"ENSMUSG00000001175",51520.3872215539,-0.0325194357805176,0.067743824814023,-0.480035425661204,0.631202203296814,0.993237435802642
"ENSMUSG00000001211",3642.93494003484,0.0919222261377701,0.072561889821926,1.26681135735792,0.205222750111321,0.934449796723486
"ENSMUSG00000001225",8.74453095637471,-0.0859714886743758,0.117574477955378,-0.731208763750612,0.464651648002165,0.993237435802642
"ENSMUSG00000001227",806.366887373769,0.151742423375952,0.101384748572882,1.49669871959953,0.134471669590072,0.80960251283957
"ENSMUSG00000001228",13.1144263813948,0.0446234024186183,0.133047502132251,0.335394514767078,0.737327505171129,0.993237435802642
"ENSMUSG00000001229",713.806940515382,0.0846907554514291,0.104917614712281,0.807211979453393,0.41954436513067,0.993237435802642
"ENSMUSG00000001240",134.499998343678,0.00266786059484496,0.136544576270506,0.0195383856884927,0.984411615529554,0.996291596193496
"ENSMUSG00000001247",110.523441767499,0.320280049882944,0.145060190514739,2.20791141074919,0.0272504492520505,0.353240381983956
"ENSMUSG00000001248",737.288687961939,-0.020039631741397,0.0899859324793829,-0.222697383793721,0.823771037666077,0.993237435802642
"ENSMUSG00000001249",12.4785400932799,-0.0927789222676127,0.134545584247919,-0.68957240615682,0.490463125093428,0.993237435802642
"ENSMUSG00000001260",931.000465703502,-0.131378427663693,0.0954164232394279,-1.37689533104826,0.168544610935135,0.879399727348179
"ENSMUSG00000001270",8057.98981985413,0.217599985864553,0.093318919494105,2.33178852738751,0.0197118188729657,0.288160274930751
"ENSMUSG00000001280",618.708810684563,-0.190215144164931,0.0965910828326064,-1.9692826561907,0.0489206417076094,0.495893450509423
"ENSMUSG00000001281",5.79486740718289,-0.0132694006112378,0.105285292299049,-0.12603280402687,0.899705957747947,0.993237435802642
"ENSMUSG00000001285",201.765522520707,0.395725582119012,0.126954233825493,3.11707274499378,0.00182656494754394,0.0546978658937862
"ENSMUSG00000001288",153.120487954915,0.114572852925147,0.130161834244781,0.880233853417299,0.378732637658138,0.993237435802642
"ENSMUSG00000001289",1012.68016837982,0.162301304255503,0.0947067158430808,1.71372539751478,0.0865791702058959,0.670302270795281
"ENSMUSG00000001300",1308.15346303462,-0.0318320350850473,0.0810563294241257,-0.39271498365645,0.694530002650153,0.993237435802642
"ENSMUSG00000001305",164.053851840737,0.0999526886473871,0.129713330728259,0.77056604811715,0.440964192062042,0.993237435802642
